ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1440,18-24,M,"Some college or university, no certificate or degree",Other,White,29,44,44,35,36,3,8,CL6,CL0,CL0,CL0,CL4,CL5,CL5,CL0,CL0,CL3,CL0,CL4,CL4,CL3,CL0,CL3,CL4,CL0,CL0
1441,35-44,F,Masters degree,UK,White,34,40,38,48,45,1,2,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1442,45-54,F,Masters degree,UK,White,25,39,45,52,50,2,2,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1443,25-34,F,Masters degree,UK,White,46,32,39,51,48,1,1,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1444,35-44,F,Doctorate degree,UK,White,31,46,50,49,46,2,2,CL6,CL1,CL0,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1445,35-44,F,Masters degree,UK,White,29,37,36,54,48,2,3,CL6,CL0,CL0,CL0,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1446,45-54,F,Masters degree,UK,White,23,41,46,49,49,1,2,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1447,25-34,F,Masters degree,UK,White,29,46,46,50,54,4,3,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1448,25-34,F,Masters degree,UK,White,36,44,36,39,53,3,6,CL4,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1449,25-34,F,University degree,USA,Black,25,49,48,51,52,5,8,CL5,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1450,18-24,F,Masters degree,UK,Asian,30,41,38,47,47,3,5,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1451,25-34,F,Masters degree,UK,White,26,47,52,36,51,3,4,CL5,CL2,CL2,CL0,CL5,CL2,CL6,CL3,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL2,CL5,CL0,CL0
1452,25-34,F,Doctorate degree,UK,White,26,36,44,50,53,1,5,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
1453,18-24,M,"Some college or university, no certificate or degree",USA,White,40,37,58,22,55,7,10,CL3,CL3,CL0,CL2,CL6,CL5,CL6,CL3,CL2,CL2,CL3,CL3,CL4,CL4,CL6,CL3,CL6,CL0,CL2
1454,18-24,F,University degree,UK,White,39,41,33,46,49,1,2,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1455,25-34,F,Doctorate degree,UK,White,31,40,43,48,47,2,4,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0
1456,18-24,M,Professional certificate/ diploma,USA,White,43,35,55,55,39,2,10,CL5,CL4,CL0,CL3,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL4,CL6,CL5,CL3,CL4,CL5,CL0,CL0
1457,45-54,F,Masters degree,UK,White,19,44,45,52,52,2,3,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1458,25-34,F,Doctorate degree,UK,White,41,31,41,54,45,1,7,CL4,CL1,CL0,CL1,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL1
1459,25-34,F,University degree,UK,White,24,36,43,46,49,2,4,CL4,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1460,18-24,F,University degree,UK,White,27,45,44,50,37,3,3,CL5,CL2,CL2,CL3,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0
1461,35-44,F,Doctorate degree,UK,White,19,50,45,44,47,4,3,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
1462,55-64,M,Masters degree,UK,White,37,44,52,45,36,2,2,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1463,25-34,M,Masters degree,UK,White,37,41,41,46,43,2,7,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL0,CL2,CL0,CL5,CL0,CL6,CL0,CL0
1464,18-24,M,"Some college or university, no certificate or degree",USA,White,25,45,52,49,45,3,8,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0
1465,25-34,M,Masters degree,UK,White,14,48,40,48,38,5,6,CL4,CL1,CL1,CL0,CL5,CL0,CL3,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1466,25-34,F,"Some college or university, no certificate or degree",USA,Mixed-Black/Asian,43,36,42,37,41,6,5,CL3,CL0,CL0,CL6,CL5,CL6,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL3,CL0,CL4,CL0,CL0
1467,18-24,F,University degree,USA,White,30,42,50,42,46,1,4,CL5,CL0,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL0
1468,55-64,F,University degree,USA,White,20,45,52,53,48,3,6,CL4,CL1,CL0,CL4,CL3,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL4,CL1,CL0,CL1,CL0,CL0,CL0
1469,25-34,F,Masters degree,UK,White,34,34,35,51,43,1,4,CL4,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1470,18-24,F,University degree,UK,White,39,40,44,48,40,1,2,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1471,65+,M,University degree,UK,White,20,39,40,57,45,1,0,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1472,55-64,M,Masters degree,UK,White,28,38,46,45,51,3,3,CL5,CL2,CL2,CL0,CL6,CL4,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL1,CL0,CL2,CL1,CL0,CL0
1473,18-24,M,"Some college or university, no certificate or degree",USA,White,34,43,43,36,43,2,9,CL6,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL0
1474,25-34,F,Masters degree,USA,White,33,42,52,46,43,2,6,CL6,CL0,CL0,CL3,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1475,45-54,M,"Some college or university, no certificate or degree",Canada,Other,46,35,38,35,47,8,9,CL4,CL4,CL5,CL5,CL6,CL4,CL0,CL2,CL0,CL4,CL0,CL3,CL6,CL2,CL0,CL2,CL1,CL0,CL0
1476,25-34,F,"Some college or university, no certificate or degree",USA,White,57,25,40,19,23,7,9,CL5,CL6,CL3,CL4,CL5,CL2,CL5,CL4,CL2,CL5,CL4,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL0
1477,25-34,M,Professional certificate/ diploma,Canada,White,32,37,43,40,43,2,3,CL5,CL2,CL0,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL0,CL2,CL5,CL0,CL2,CL6,CL0,CL0
1478,18-24,M,"Some college or university, no certificate or degree",USA,White,40,35,44,41,31,1,7,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL6,CL0,CL3,CL3,CL0,CL0
1479,18-24,M,"Some college or university, no certificate or degree",USA,White,27,49,56,43,38,8,10,CL6,CL3,CL2,CL2,CL6,CL6,CL4,CL3,CL0,CL5,CL2,CL0,CL3,CL3,CL3,CL3,CL5,CL0,CL2
1480,35-44,F,Professional certificate/ diploma,USA,White,35,36,29,43,40,2,3,CL5,CL3,CL0,CL3,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0
1481,25-34,F,"Some college or university, no certificate or degree",USA,Other,49,42,50,49,43,2,6,CL3,CL2,CL0,CL6,CL6,CL2,CL4,CL2,CL2,CL3,CL2,CL0,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1482,45-54,F,University degree,USA,White,51,21,45,43,25,6,0,CL4,CL1,CL0,CL1,CL2,CL6,CL6,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
1483,45-54,F,Doctorate degree,UK,White,27,40,45,44,47,3,5,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1484,25-34,F,University degree,UK,White,33,43,50,53,41,2,8,CL5,CL4,CL3,CL0,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL0,CL0,CL3,CL5,CL0,CL0
1485,35-44,M,Professional certificate/ diploma,USA,White,41,31,41,44,32,6,3,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2,CL3,CL0,CL1
1486,25-34,F,Doctorate degree,UK,White,26,49,38,49,46,2,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1487,18-24,M,"Some college or university, no certificate or degree",Other,White,25,47,54,24,37,5,9,CL6,CL3,CL2,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL4,CL6,CL0,CL0
1488,25-34,F,University degree,UK,White,35,38,35,43,47,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1489,18-24,M,University degree,Australia,White,43,40,43,36,46,7,4,CL6,CL5,CL3,CL5,CL6,CL6,CL5,CL4,CL0,CL6,CL3,CL4,CL5,CL4,CL3,CL4,CL6,CL0,CL0
1490,25-34,F,"Some college or university, no certificate or degree",USA,White,31,37,43,23,31,8,10,CL6,CL0,CL0,CL2,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL3,CL0,CL0
1491,25-34,F,Doctorate degree,UK,White,49,35,40,28,49,6,0,CL5,CL1,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL1,CL0,CL1
1492,18-24,F,Masters degree,UK,White,35,47,34,40,36,6,9,CL5,CL0,CL2,CL0,CL5,CL1,CL6,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0
1493,18-24,M,"Some college or university, no certificate or degree",USA,White,50,36,39,40,29,7,8,CL6,CL4,CL0,CL5,CL4,CL6,CL6,CL0,CL0,CL6,CL0,CL0,CL3,CL5,CL0,CL3,CL3,CL0,CL0
1494,45-54,M,"Some college or university, no certificate or degree",USA,White,34,38,48,44,40,7,9,CL4,CL5,CL2,CL3,CL6,CL4,CL5,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,CL0
1495,18-24,M,"Some college or university, no certificate or degree",USA,White,55,32,41,41,28,7,6,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL4,CL4,CL3,CL0,CL2,CL3,CL0,CL2,CL0,CL6,CL0,CL0
1496,18-24,M,"Some college or university, no certificate or degree",UK,White,45,16,41,28,27,8,8,CL5,CL6,CL6,CL4,CL6,CL5,CL6,CL4,CL0,CL5,CL0,CL5,CL6,CL4,CL3,CL3,CL6,CL0,CL2
1497,18-24,M,"Some college or university, no certificate or degree",UK,White,28,32,44,39,39,2,6,CL4,CL2,CL2,CL0,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1498,25-34,M,Masters degree,Other,White,25,41,46,37,34,4,9,CL5,CL5,CL0,CL0,CL5,CL0,CL6,CL5,CL0,CL5,CL0,CL0,CL5,CL4,CL0,CL3,CL0,CL0,CL0
1499,45-54,F,Left school before 16 years,USA,White,42,39,41,40,33,4,4,CL5,CL4,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1500,45-54,M,University degree,USA,White,26,46,47,43,46,6,9,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1501,25-34,M,Doctorate degree,USA,Other,32,43,44,39,42,5,9,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1502,18-24,F,"Some college or university, no certificate or degree",USA,White,42,41,48,21,42,8,5,CL4,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL0
1503,18-24,M,University degree,USA,White,40,25,52,42,38,4,4,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL0,CL0
1504,25-34,M,University degree,USA,White,31,43,55,41,39,4,8,CL6,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL0,CL5,CL2,CL3,CL4,CL5,CL3,CL2,CL5,CL0,CL2
1505,18-24,F,University degree,USA,Mixed-White/Asian,31,40,42,44,38,7,9,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL5,CL6,CL0,CL2
1506,35-44,F,Professional certificate/ diploma,USA,White,52,18,46,51,36,3,5,CL5,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
1507,45-54,F,Doctorate degree,UK,White,36,50,53,47,54,3,4,CL6,CL0,CL0,CL0,CL4,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
1508,18-24,F,Left school at 16 years,UK,White,59,20,53,38,24,3,3,CL4,CL0,CL0,CL6,CL6,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1509,18-24,F,University degree,UK,White,46,35,52,23,39,4,7,CL6,CL0,CL3,CL3,CL6,CL3,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1510,25-34,F,Professional certificate/ diploma,USA,White,43,30,50,47,42,5,8,CL5,CL1,CL1,CL4,CL5,CL6,CL5,CL2,CL1,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL2,CL0,CL1
1511,25-34,M,"Some college or university, no certificate or degree",USA,White,45,23,43,40,34,1,3,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1512,18-24,M,University degree,USA,White,43,34,56,44,31,3,4,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL5,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL0
1513,18-24,M,Left school before 16 years,USA,White,56,35,46,39,41,1,3,CL6,CL0,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL3,CL4,CL3,CL0,CL0
1514,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,34,36,38,39,38,3,0,CL3,CL0,CL0,CL2,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL6,CL0,CL2
1515,25-34,M,Left school at 18 years,USA,White,48,21,46,41,26,4,4,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0
1516,18-24,M,"Some college or university, no certificate or degree",USA,White,46,37,44,30,32,8,9,CL6,CL5,CL0,CL6,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL2
1517,18-24,M,Left school at 18 years,USA,White,28,52,56,36,39,8,10,CL5,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL6,CL3,CL3,CL6,CL0,CL3
1518,45-54,M,Doctorate degree,USA,White,42,29,55,37,38,8,8,CL5,CL3,CL1,CL2,CL6,CL3,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL1,CL5,CL0,CL0
1519,18-24,M,Professional certificate/ diploma,USA,White,36,27,57,37,43,4,7,CL6,CL0,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL3,CL0,CL2
1520,18-24,M,"Some college or university, no certificate or degree",USA,White,33,34,35,30,26,2,6,CL0,CL2,CL3,CL2,CL3,CL4,CL1,CL3,CL2,CL1,CL2,CL1,CL2,CL1,CL2,CL4,CL2,CL3,CL1
1521,18-24,M,"Some college or university, no certificate or degree",Other,White,49,38,43,42,31,4,5,CL5,CL3,CL2,CL2,CL6,CL2,CL6,CL5,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL2
1522,18-24,M,Professional certificate/ diploma,USA,White,49,27,53,37,30,7,8,CL5,CL5,CL0,CL4,CL5,CL6,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL5,CL2,CL5,CL6,CL0,CL0
1523,25-34,M,Professional certificate/ diploma,USA,White,35,18,54,52,45,1,0,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,CL0
1524,18-24,M,"Some college or university, no certificate or degree",USA,White,44,53,57,44,37,8,10,CL4,CL6,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL3,CL2,CL0,CL5,CL5,CL3,CL5,CL6,CL0,CL3
1525,18-24,M,Left school at 18 years,USA,White,51,22,54,46,30,5,7,CL2,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL2
1526,18-24,M,Left school at 16 years,Australia,White,44,48,46,35,34,6,10,CL6,CL4,CL0,CL0,CL6,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1527,18-24,M,Left school at 18 years,USA,White,41,48,54,40,38,8,8,CL5,CL3,CL0,CL3,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL4,CL3,CL0,CL0
1528,18-24,M,"Some college or university, no certificate or degree",USA,White,45,40,53,35,29,7,7,CL6,CL3,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL3
1529,18-24,F,University degree,UK,White,20,52,48,28,43,7,10,CL6,CL0,CL2,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1530,18-24,M,"Some college or university, no certificate or degree",USA,White,22,46,56,43,41,7,8,CL5,CL6,CL2,CL5,CL6,CL6,CL6,CL4,CL3,CL4,CL0,CL3,CL5,CL4,CL0,CL3,CL6,CL0,CL4
1531,18-24,M,Left school before 16 years,New Zealand,White,25,32,53,51,38,6,9,CL3,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL5,CL2,CL0,CL1
1532,25-34,F,University degree,USA,Other,34,46,54,48,40,3,6,CL5,CL6,CL4,CL4,CL6,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL3,CL0,CL3,CL6,CL0,CL0
1533,18-24,M,"Some college or university, no certificate or degree",USA,White,46,26,48,42,21,6,5,CL5,CL3,CL0,CL3,CL5,CL4,CL4,CL3,CL3,CL4,CL2,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL2
1534,18-24,M,"Some college or university, no certificate or degree",USA,Other,27,48,41,39,42,6,9,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1535,25-34,M,Left school at 18 years,Australia,White,36,42,37,45,37,2,8,CL6,CL5,CL4,CL3,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL6,CL0,CL5,CL0,CL0
1536,35-44,F,"Some college or university, no certificate or degree",Republic of Ireland,White,39,40,38,39,38,2,6,CL5,CL3,CL2,CL0,CL6,CL4,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL1,CL0,CL1,CL5,CL0,CL1
1537,18-24,F,"Some college or university, no certificate or degree",USA,Other,31,45,46,55,53,1,5,CL5,CL6,CL0,CL4,CL6,CL3,CL6,CL4,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL3,CL4,CL4,CL3
1538,18-24,F,"Some college or university, no certificate or degree",USA,White,37,32,36,46,32,2,8,CL5,CL0,CL0,CL0,CL6,CL5,CL4,CL3,CL0,CL3,CL0,CL0,CL5,CL4,CL0,CL3,CL4,CL0,CL0
1539,18-24,F,"Some college or university, no certificate or degree",USA,Other,36,51,40,40,55,6,10,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1540,18-24,M,"Some college or university, no certificate or degree",USA,White,47,35,52,49,34,7,8,CL6,CL3,CL3,CL4,CL6,CL5,CL4,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL3,CL4,CL6,CL0,CL2
1541,18-24,F,"Some college or university, no certificate or degree",USA,White,42,39,57,52,43,6,3,CL6,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL2,CL3,CL4,CL0,CL3,CL6,CL0,CL0
1542,18-24,M,"Some college or university, no certificate or degree",USA,White,22,48,37,46,48,4,10,CL6,CL6,CL0,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL4,CL6,CL0,CL0
1543,25-34,M,"Some college or university, no certificate or degree",USA,White,44,17,46,30,25,6,8,CL6,CL3,CL0,CL4,CL4,CL6,CL5,CL2,CL2,CL2,CL5,CL2,CL6,CL3,CL3,CL4,CL3,CL0,CL2
1544,18-24,M,"Some college or university, no certificate or degree",UK,White,34,37,39,38,28,7,8,CL4,CL2,CL0,CL0,CL5,CL4,CL6,CL2,CL0,CL2,CL0,CL3,CL5,CL0,CL0,CL2,CL2,CL0,CL0
1545,18-24,M,"Some college or university, no certificate or degree",USA,White,44,45,52,47,36,4,6,CL4,CL4,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1546,18-24,F,"Some college or university, no certificate or degree",USA,White,46,32,52,44,41,2,7,CL3,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1547,18-24,M,Left school at 18 years,USA,Other,33,25,46,39,32,5,7,CL3,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL2,CL0,CL0
1548,18-24,F,"Some college or university, no certificate or degree",USA,White,50,41,52,43,46,5,8,CL3,CL3,CL0,CL2,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0
1549,25-34,M,University degree,UK,White,25,36,32,45,50,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1550,25-34,F,Masters degree,UK,White,29,32,48,45,50,2,3,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1551,25-34,F,Professional certificate/ diploma,UK,White,31,40,36,45,42,4,4,CL6,CL2,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1552,55-64,F,Professional certificate/ diploma,UK,White,40,28,31,37,39,1,0,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1553,45-54,F,"Some college or university, no certificate or degree",UK,White,34,32,35,39,45,3,6,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
1554,45-54,F,Professional certificate/ diploma,UK,White,30,36,35,49,48,1,0,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1555,18-24,M,"Some college or university, no certificate or degree",UK,White,35,21,38,23,39,7,5,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2
1556,25-34,M,Masters degree,UK,White,22,47,44,43,51,4,6,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL4,CL0,CL0
1557,18-24,F,Masters degree,UK,White,39,45,37,45,44,3,7,CL6,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1558,25-34,F,"Some college or university, no certificate or degree",UK,White,24,50,40,53,49,4,5,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1559,55-64,F,University degree,UK,White,20,50,47,48,52,4,4,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1560,18-24,F,University degree,UK,Mixed-White/Black,27,39,38,38,50,2,5,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
